article_id,article_version,hcpc_code_group,paragraph,last_updated
58720,90,5,"&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Urogenital&sol;Anogenital&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt; Panels:&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt; &lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;These codes are covered under limited circumstances. &lt;&sol;span&gt;&lt;&sol;p&gt;",07/28/2026
58720,90,6,"&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Expanded Respiratory and Pneumonia Panels: &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt; &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 122%;&quot;&gt;Covered under limited circumstances. Per policy, these codes are covered in beneficiaries with serious or critical illness or at imminent risk of becoming seriously or critically ill, immunodeficiency, and&sol;or severe underlying condition contributory to testing using an expanded syndromic panel.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 121%; padding-left: 40px;&quot;&gt;Testing is billed according to 1 of the following:&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 121%; padding-left: 80px;&quot;&gt;(a) Places of service (POS) 19, 21, 22, 23, OR&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 121%; padding-left: 80px;&quot;&gt;(b) The test is ordered as follows (&lt;strong&gt;for healthcare POS other than those listed in (a)&lt;&sol;strong&gt;):&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 121%; padding-left: 120px;&quot;&gt;(1) &lt;strong&gt;For immune-competent beneficiaries&lt;&sol;strong&gt;, the test must be ordered by an Infectious Disease Specialist or Pulmonologist who is diagnosing and treating the beneficiary.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 121%; padding-left: 120px;&quot;&gt;(2)&lt;strong&gt; For immune-compromised beneficiaries&lt;&sol;strong&gt;, the test must be ordered by a clinician specialist in 1 of the following: Infectious Diseases, Oncology, Transplant (for any panel), or Pulmonologist who is diagnosing and treating the beneficiary.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 121%; padding-left: 120px;&quot;&gt;(3) Regarding (1) and (2), An exception may be made in geographic locations where the specialist(s) cannot be reasonably reached by the beneficiary, and the ordering provider is located closer to the beneficiary&amp;rsquo;s place of residence than the nearest specialist. We would generally expect that beneficiaries for whom the test is ordered under this exception to be living in rural locations, islands, or some other location where access to care is limited.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 121%; padding-left: 120px;&quot;&gt;(4) For testing in POS other than POS 19, 21, 22, or 23, to bill one of the Group 6 CPT codes, &lt;strong&gt;TWO &lt;&sol;strong&gt;ICD-10 codes are required-one from Group 6 and another from Group 1.&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",07/28/2026
58720,90,7,"&lt;p&gt;&lt;strong&gt;Expanded Gastrointestinal Panels:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt; &lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 122%;&quot;&gt;Covered under limited circumstances. Per policy, these codes are covered in beneficiaries with serious or critical illness or at imminent risk of becoming seriously or critically ill, immunodeficiency, and&sol;or severe underlying condition contributory to testing using an expanded syndromic panel.&lt;&sol;p&gt;
&lt;ul&gt;
&lt;li&gt;Places of service (POS) 19, 21, 22, 23, OR&lt;&sol;li&gt;
&lt;li&gt;The test is ordered as follows (&lt;strong&gt;for healthcare POS other than those listed in (a)&lt;&sol;strong&gt;):
&lt;ul&gt;
&lt;li&gt;&lt;strong&gt;For immune-competent beneficiaries&lt;&sol;strong&gt;, the test must be ordered by an Infectious Disease Specialist or Gastroenterologist who is diagnosing and treating the beneficiary.&lt;&sol;li&gt;
&lt;li&gt;&lt;strong&gt;For immune-compromised beneficiaries&lt;&sol;strong&gt;, the test must be ordered by a clinician specialist in 1 of the following: Infectious Diseases, Oncology, Transplant (for any panel), or Gastroenterologist who is diagnosing and treating the beneficiary.&lt;&sol;li&gt;
&lt;li style=&quot;line-height: 122%;&quot;&gt;&lt;span style=&quot;line-height: 122%;&quot;&gt; &lt;&sol;span&gt;&lt;span style=&quot;line-height: 122%;&quot;&gt;Regarding (1) and (2), An exception may be made in geographic locations where the specialist(s) cannot be reasonably reached by the beneficiary, and the ordering provider is located closer to the beneficiary&amp;rsquo;s place of residence than the nearest specialist. We would generally expect that beneficiaries for whom the test is ordered under this exception to be living in rural locations, islands, or some other location where access to care is limited.&lt;&sol;span&gt;&lt;&sol;li&gt;
&lt;li style=&quot;line-height: 122%;&quot;&gt;&lt;span style=&quot;line-height: 122%;&quot;&gt; &lt;&sol;span&gt;&lt;span style=&quot;line-height: 122%;&quot;&gt;For testing in POS other than POS 19, 21, 22, or 23, to bill one of the Group 7 CPT codes, &lt;strong&gt;TWO &lt;&sol;strong&gt;ICD-10 codes are required-one from Group 7 and another from Group 2.&lt;&sol;span&gt;&lt;&sol;li&gt;
&lt;&sol;ul&gt;
&lt;&sol;li&gt;
&lt;&sol;ul&gt;",07/28/2026
58720,90,8,"&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Conditionally Non-covered CPT codes:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;The following CPT codes are NOT covered for a given beneficiary on the same DOS when &lt;strong&gt;&amp;gt;1&lt;&sol;strong&gt; is billed in combination with another CPT or PLA code from Groups 1-7 &lt;em&gt;for the same intended use.&lt;&sol;em&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;Additionally, the following CPT codes are NOT covered for a given beneficiary on the same DOS when &lt;strong&gt;&amp;gt;2&lt;&sol;strong&gt; are billed &lt;em&gt;for the same intended use.&lt;&sol;em&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;",07/28/2026
58720,90,9,"&lt;p&gt;&lt;strong&gt;Zoonotic Infection Panels:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;This code is reimbursed under limited circumstances.&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note also the additional diagnostic guidance provided by the Centers for Disease Control and Prevention (CDC): &lt;a href=&quot;https:&sol;&sol;www.cdc.gov&sol;ticks&sol;hcp&sol;data-research&sol;tickborne-disease-reference-guide&sol;&quot; target=&quot;_blank&quot; rel=&quot;noopener&quot;&gt;https:&sol;&sol;www.cdc.gov&sol;ticks&sol;hcp&sol;data-research&sol;tickborne-disease-reference-guide&sol;&lt;&sol;a&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",07/28/2026
58720,90,10,"&lt;p&gt;&lt;strong&gt;Joint Infection Panels:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;This code is reimbursed under limited circumstances.&lt;&sol;p&gt;",07/28/2026
58720,90,11,"&lt;p&gt;&lt;p style=&quot;text-align: justify; line-height: 98%;&quot;&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 98%;&quot;&gt;Non-Urogenital&sol;Anogenital Cutaneous&sol;Mucocutaneous &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 98%;&quot;&gt;Lesion Panels:&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;text-align: justify; line-height: 98%;&quot;&gt;&lt;span style=&quot;line-height: 98%;&quot;&gt;This code is reimbursed under limited circumstances.&lt;&sol;span&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;",07/28/2026
58720,90,12,"&lt;p&gt;&lt;p style=&quot;line-height: 12.2pt;&quot;&gt;&lt;strong&gt;Onychomycosis Panels:&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 90%;&quot;&gt;&lt;span style=&quot;line-height: 90%;&quot;&gt;This code is only reimbursed for patients with a confirmed histopathologic diagnosis of an infiltrative&sol;invasive fungal onychomycosis and whose culture (and antifungal susceptibility) of the nail is negative or cannot be performed.&lt;&sol;span&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;",07/28/2026
58454,50,1,"&lt;p&gt;&lt;strong&gt;This group includes NGS-based MRD tests for the purpose of diagnosing disease progression, recurrence, or relapse. &lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;If no relevant CPT&amp;#174; code exists for the test submitted, you may bill with the NOC code 81479.&lt;&sol;p&gt;",07/28/2026
58454,50,2,&lt;p&gt;&lt;strong&gt;This group includes tests for monitoring the response to immune-checkpoint inhibitor (ICI) therapy. &lt;&sol;strong&gt;&lt;&sol;p&gt;,07/28/2026
58454,50,3,"&lt;p&gt;&lt;p style=&quot;line-height: 98%;&quot;&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 98%;&quot;&gt;This group includes MRD tests that do not use NGS for the purpose of diagnosing disease progression, recurrence, or relapse.&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;",07/28/2026
52470,19,1,,07/27/2026
52535,14,1,,07/27/2026
56083,14,1,,07/27/2026
56798,29,1,,07/27/2026
57040,26,1,,07/27/2026
56692,19,1,,07/27/2026
57193,31,1,,07/27/2026
57193,31,2,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/27/2026
57044,22,1,,07/27/2026
57043,24,1,&lt;p&gt;CPT codes 86001 and 86005 are not covered services.&lt;&sol;p&gt;,07/27/2026
58582,20,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/27/2026
57311,35,1,"&lt;p&gt;As of July 1999, physical therapists must report time spent with the patient in 15-minute increments. The following code should be used by physical therapy:&lt;&sol;p&gt;",07/27/2026
57311,35,2,&lt;p&gt;Other CPT&sol;HCPCS codes found in this policy are for informational and descriptive use only.&lt;&sol;p&gt;,07/27/2026
57311,35,3,"&lt;p&gt;Telehealth Codes&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",07/27/2026
56926,17,1,,07/27/2026
59807,8,1,"&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;
&lt;p&gt;The CPT codes in Group 1 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.&lt;&sol;p&gt;
&lt;p&gt;Due to the laterality of eye procedures, modifiers RT, LT or 50 should be used to indicate the eye(s) being treated.&lt;&sol;p&gt;
&lt;p&gt;See L39905 Cataract Surgery LCD and related B&amp;amp;C article for additional coverage indications and diagnoses.&lt;&sol;p&gt;",07/27/2026
59807,8,2,"&lt;p&gt;The CPT codes in Group 2 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods applies.&lt;&sol;p&gt;
&lt;p&gt;Do not report 0671T in conjunction with 66989 or 66991.&lt;&sol;p&gt;",07/27/2026
59807,8,3,&lt;p&gt;The following CPT codes are considered not medically reasonable and necessary (non-covered).&lt;&sol;p&gt;,07/27/2026
60507,2,1,,07/24/2026
52451,89,1,"&lt;p&gt;Effective for dates of service 04&sol;01&sol;2024, HCPCS code J0177 should be used to report aflibercept HD for Part A and B services. For services performed 8&sol;18&sol;2023 through 1&sol;1&sol;2024, aflibercept HD should be reported using HCPCS codes J3490, J3590, C9161 or C9399 for Part A and Part B services.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;Effective for dates of service 10&sol;01&sol;2022, HCPCS code J2777 should be used to report Faricimab-svoa (Vabysmo&amp;#8482;) for Part A and Part B services. Effective for dates of service 07&sol;01&sol;2022 through 09&sol;30&sol;2022, HCPCS code C9097 should be used to report Faricimab-svoa (Vabysmo&amp;#8482;) for Part A services. For dates of service 01&sol;28&sol;2022 through 06&sol;30&sol;2022, HCPCS code J3590 should be used to report Faricimab-svoa (Vabysmo&amp;#8482;) for Part A services.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;Effective for dates of service 1&sol;28&sol;2022 &lt;&sol;span&gt;through 09&sol;30&sol;2022, &lt;span style=&quot;line-height: 107%;&quot;&gt;HCPCS code J3590 should be used to report Faricimab-svoa (Vabysmo&amp;#8482;) for Part B services.&lt;br &sol;&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;Effective 04&sol;01&sol;2023, HCPCS code Q5128 should be used to report Ranibizumab-eqrn (CIMERLI&amp;#8482;). Effective for dates of service on or after 08&sol;02&sol;2022 through 03&sol;31&sol;2023, HCPCS codes J3490, J3590 or C9399 should be used to report Ranibizumab-eqrn (CIMERLI&amp;#8482;) for Part A and Part B services.&amp;#160;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;Effective for dates of service 4&sol;1&sol;2022 HCPCS code Q5124 should be used to report ranibizumab-nuna, biosimilar, (Byooviz). For dates of service 9&sol;17&sol;2021 through 3&sol;31&sol;2022 HCPCS code J3590 should be used to report ranibizumab-nuna, biosimilar, (Byooviz).&lt;span style=&quot;line-height: 107%;&quot;&gt;&amp;#160;&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;Effective 10&sol;30&sol;2024 PAVBLU (aflibercept-ayyh) should be reported using HCPCS codes J3490, J3590 for Part B services, or C9399 for Part A services through 3&sol;31&sol;2025. Effective 4&sol;1&sol;2025, PAVBLU (aflibercept-ayyh) should be reported using HCPCS code Q5147.&lt;&sol;p&gt;
&lt;p&gt;Effective 4&sol;1&sol;2025,&amp;#160;AHZANTIVE&amp;#174; (aflibercept-mrbb) should be reported using HCPCS code Q5150.&lt;&sol;p&gt;
&lt;p&gt;Effective 4&sol;1&sol;2025,&amp;#160;ENZEEVU&amp;#8482; (aflibercept-abzv) should be reported using HCPCS code Q5149.&lt;&sol;p&gt;
&lt;p&gt;Effective 7&sol;1&sol;2025, OPUVIZ&amp;#8482;aflibercept-yszy should be reported using HCPCS code Q5153.&lt;&sol;p&gt;
&lt;p&gt;Effective 10&sol;1&sol;2025 YESAFILI&amp;#8482;aflibercept-jbvf should be reported using HCPCS code Q5155.&lt;&sol;p&gt;
&lt;p&gt;Effective 07&sol;01&sol;2026 Ranibizumab-leyk should be reported using HCPCS code Q5168.&lt;&sol;p&gt;
&lt;p&gt;Effective 07&sol;01&sol;2026 Aflibercept-boav should be reported using HCPCS code Q5170.&lt;&sol;p&gt;",07/24/2026
52451,89,2,&lt;p&gt;&lt;u&gt;Intravitreal injection code&lt;&sol;u&gt;&lt;&sol;p&gt;,07/24/2026
52451,89,3,&lt;p&gt;Via SUSVIMO drug implant only&lt;&sol;p&gt;,07/24/2026
59105,36,1,"&lt;p&gt;Effective for dates of service 7&sol;1&sol;2023 HCPCS code J1576 should be used to report Injection, Immune Globulin (PANZYGA) 500 MG&lt;span style=&quot;line-height: 107%;&quot;&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;",07/24/2026
59105,36,2,&lt;p&gt;&lt;u&gt;Administration Codes:&lt;&sol;u&gt;&lt;&sol;p&gt;,07/24/2026
57141,47,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For the following CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; codes associated with germline testing, a beneficiary may only be covered for one test per lifetime. This list does not imply coverage for any of the below codes, it identifies codes within scope of the Repeat Germline Testing Policy. &lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;If non-duplicative testing is considered medically reasonable and necessary but utilizes the same billing codes as prior testing, please use a -77 modifier to trigger a medical review for coverage. This includes testing to identify different genetic content or information, such as different variant types or classes, or leveraging newer and more sensitive methodologies. Providers will be expected to provide a rationale for additional testing.&lt;&sol;span&gt;&lt;&sol;p&gt;",07/24/2026
57141,47,2,"&lt;p&gt;&lt;strong&gt;&lt;u&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For tests billed under the Not Otherwise Classified (NOC) CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code 81479:&lt;&sol;span&gt;&lt;&sol;u&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;background: white; line-height: 14.4pt;&quot;&gt;Tests billed under the NOC CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code 81479 that are used for germline testing and are further defined by a unique identifier (such as a Z-Identifier code) are limited to once per lifetime, as are such tests that are duplicative.&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;If non-duplicative testing of such a test is considered medically reasonable and necessary, please use a -77 modifier to trigger a medical review.&lt;&sol;span&gt;&lt;&sol;p&gt;",07/24/2026
57554,52,1,,07/24/2026
57331,61,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For the following CPT&amp;#174; codes associated with germline testing, a beneficiary may only be covered for one test per lifetime. This list does not imply coverage for any of the below codes; it identifies codes within scope of the Repeat Germline Testing Policy. &lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p style=&quot;background: white; line-height: 14.4pt;&quot;&gt;If non-duplicative testing is considered medically reasonable and necessary but utilizes the same billing codes as prior testing, please use a -77 modifier to trigger a medical review for coverage. This includes testing to identify different genetic content or information, such as different variant types or classes, or leveraging newer and more sensitive methodologies. Providers will be expected to provide a rationale for additional testing.&lt;&sol;p&gt;",07/24/2026
57331,61,2,"&lt;p&gt;&lt;span style=&quot;text-decoration: underline;&quot;&gt;&lt;strong&gt;For tests billed under the Not Otherwise Classified (NOC) CPT&amp;reg; code 81479:&lt;&sol;strong&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;Tests billed under the NOC CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code 81479 that are used for germline testing and are further defined by a unique identifier (such as a Z-Identifier code) are limited to once per lifetime, as are such tests that are duplicative.&lt;&sol;p&gt;
&lt;p&gt;If non-duplicative testing of such a test is considered medically reasonable and necessary, please use a -77 modifier to trigger a medical review.&lt;&sol;p&gt;",07/24/2026
58318,65,1,&lt;p&gt;CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code 81479 is used to describe multi-gene panels and single genes not otherwise classified.&lt;&sol;p&gt;,07/24/2026
57384,53,1,&lt;p&gt;CPT&lt;sup&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;&amp;#174;&lt;&sol;span&gt;&lt;&sol;sup&gt; code 81479 is used to describe multi-gene panels and single genes not otherwise classified.&lt;&sol;p&gt;,07/24/2026
58017,55,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For the following CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; codes associated with germline testing, a beneficiary may only be covered for one test per lifetime. This list does not imply coverage for any of the below codes, it identifies codes within scope of the Repeat Germline Testing Policy. &lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;If non-duplicative testing is considered medically reasonable and necessary but utilizes the same billing codes as prior testing, please use a -77 modifier to trigger a medical review for coverage. This includes testing to identify different genetic content or information, such as different variant types or classes, or leveraging newer and more sensitive methodologies. Providers will be expected to provide a rationale for additional testing.&lt;&sol;span&gt;&lt;&sol;p&gt;",07/24/2026
58017,55,2,"&lt;p&gt;&lt;strong&gt;&lt;u&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For tests billed under the Not Otherwise Classified (NOC) CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code 81479:&lt;&sol;span&gt;&lt;&sol;u&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;background: white; line-height: 14.4pt;&quot;&gt;Tests billed under the NOC CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code 81479 that are used for germline testing and are further defined by a unique identifier (such as a Z-Identifier code) are limited to once per lifetime, as are such tests that are duplicative.&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;If non-duplicative testing of such a test is considered medically reasonable and necessary, please use a -77 modifier to trigger a medical review.&lt;&sol;span&gt;&lt;&sol;p&gt;",07/24/2026
